,personUri,personLabel,birthYear,gender,countries,continents,occupations,fields
15642,http://www.wikidata.org/entity/Q92162,Hans Joachim Schädlich,1935,male,German Democratic Republic,Europe,"novelist, opinion journalist, translator, writer","creative and professional writing, opinion journalism, translation"
15647,http://www.wikidata.org/entity/Q2426753,Vic Nachtergaele,1935,male,Belgium,Europe,"translator, university teacher","classical philology, literary translation, literature, translation from French, translation into Dutch"
15660,http://www.wikidata.org/entity/Q621733,Stein Mehren,1935,male,Norway,Europe,"painter, playwright, poet, visual artist, writer","drama, literature, poetry, visual arts"
15662,http://www.wikidata.org/entity/Q5057998,Celia Green,1935,female,United Kingdom,Europe,"philosopher, psychologist, university teacher","ethics, lucid dream, parapsychology, philosophy, philosophy of mind, psychology"
15663,http://www.wikidata.org/entity/Q12773790,Petr Horák,1935,male,Czechoslovakia,Europe,"editing staff, pedagogue, philosopher, teacher, university teacher, writer","French philosophy, translation from French"
15666,http://www.wikidata.org/entity/Q284171,Inger Christensen,1935,female,Kingdom of Denmark,Europe,"essayist, novelist, playwright, poet, writer","essay, poetry"
15672,http://www.wikidata.org/entity/Q11633074,Shinsuke Tani,1935,male,Japan,Asia,"novelist, writer",children's and youth literature
15679,http://www.wikidata.org/entity/Q735095,László Garai,1935,male,Hungary,Europe,"economist, philosopher, psychologist, university teacher","industrial psychology, psychology, social psychology"
15681,http://www.wikidata.org/entity/Q51582052,Dov Bahat,1935,male,Israel,Asia,"geologist, geophysicist, novelist, poet, university teacher","environmental geology, geological research, geology, geophysics, glass production, structural geology, tectonophysics"
15685,http://www.wikidata.org/entity/Q80095,Kenzaburō Ōe,1935,male,Japan,Asia,"essayist, novelist, science fiction writer, screenwriter, university teacher, writer",literary activity
15686,http://www.wikidata.org/entity/Q5236867,David Lyons,1935,male,United States,North America,"jurist, philosopher, university teacher","law, philosophy"
15687,http://www.wikidata.org/entity/Q800187,Bahaa Taher,1935,male,Kingdom of Egypt,Africa,"novelist, translator, writer",creative and professional writing
15702,http://www.wikidata.org/entity/Q11687372,Barbara Stanosz,1935,female,Poland,Europe,philosopher,philosophy
15707,http://www.wikidata.org/entity/Q454802,Ernesto Laclau,1935,male,Argentina,South America,"philosopher, sociologist, university teacher","philosophy, political philosophy, political theory"
15708,http://www.wikidata.org/entity/Q1888019,Petr Vopěnka,1935,male,Czechoslovakia,Europe,"mathematician, pedagogue, philosopher, politician, researcher, teacher, university teacher","geometry, history of mathematics, mathematics, philosophy, philosophy of mathematics, philosophy of science, set theory"
15713,http://www.wikidata.org/entity/Q15516490,Norman Sherry,1935,male,United Kingdom,Europe,"novelist, writer","biography, literary studies"
15717,http://www.wikidata.org/entity/Q4523295,Vyacheslav Shestakov,1935,male,Soviet Union,Europe,"aesthetician, art historian, cultural studies scholar, philosopher, university teacher","aesthetics, art history, culturology, philosophy"
15720,http://www.wikidata.org/entity/Q93287656,André Sempoux,1935,male,Belgium,Europe,"novelist, poet, teacher, writer","Italian, Italian literature, belletristic literature, poetry"
15721,http://www.wikidata.org/entity/Q12251248,Walid Ikhlassi,1935,male,Syria,Asia,"novelist, playwright, university teacher, writer","Syriac literature, drama"
15722,http://www.wikidata.org/entity/Q557774,Fernando del Paso,1935,male,Mexico,North America,"diplomat, economist, essayist, journalist, novelist, painter, playwright, poet, writer","art of painting, caricature, creative and professional writing, diplomacy, economics, essay, journalism, poetry, prose"
15724,http://www.wikidata.org/entity/Q1352067,Erich Dauenhauer,1935,male,Germany,Europe,"economist, poet, university teacher, writer","belletristic literature, didactic method, economics, literary magazine, pedagogy, philosophy, recall"
15727,http://www.wikidata.org/entity/Q92055843,Frank Brennan,1936,male,Australia,Oceania,"novelist, writer","creative and professional writing, romance, thriller"
15728,http://www.wikidata.org/entity/Q344700,Ľubomír Feldek,1936,male,Slovakia,Europe,"dramaturge, editing staff, essayist, playwright, poet, screenwriter, translator, writer","drama, essay, literary activity, literary translation, literature, poetry, puppetry company, theatre, translating activity, translation"
15731,http://www.wikidata.org/entity/Q159674,Jan Beneš,1936,male,Czech Republic,Europe,"dancer, opinion journalist, playwright, screenwriter, translator, visual artist, writer","literature, opinion journalism, prose"
15734,http://www.wikidata.org/entity/Q1690338,Jochen Nestler,1936,male,Germany,Europe,"actor, screenwriter","film, literature"
15735,http://www.wikidata.org/entity/Q11736333,Karol Toeplitz,1936,male,Poland,Europe,"cultural studies scholar, philosopher, translator","culturology, history of philosophy, translation from German, translation into Polish"
15737,http://www.wikidata.org/entity/Q3320429,Moncef Chelli,1936,male,Tunisia,Africa,"philosopher, writer","literature, philosophy"
15742,http://www.wikidata.org/entity/Q88331230,James G. Hart,1936,male,United States,North America,"philosopher, religious studies scholar, university teacher","religious studies, theology and philosophy"
15753,http://www.wikidata.org/entity/Q3383874,Pierre Barret,1936,male,France,Europe,"historian, journalist, lyricist, writer","history, journalism, literature, lyrics"
15755,http://www.wikidata.org/entity/Q355478,Larry Siedentop,1936,male,United States,North America,"author, philosopher, political scientist, university teacher, writer",political science
15760,http://www.wikidata.org/entity/Q17362914,Giovanni Mariotti,1936,male,Italy,Europe,"essayist, journalist, novelist, prose writer, translator, writer","belletristic literature, journalism, prose, translation from French, translation into Italian"
15761,http://www.wikidata.org/entity/Q324896,Ronald Jensen,1936,male,United States,North America,"mathematician, philosopher, university teacher","mathematical logic, mathematics, set theory"
15765,http://www.wikidata.org/entity/Q956350,Gösta Ågren,1936,male,Finland,Europe,"film director, poet, translator, university teacher, writer","literature, poetry"
15766,http://www.wikidata.org/entity/Q2283691,Siegfried Quandt,1936,male,Germany,Europe,"historian, journalist, media historian, pedagogue, university teacher","German studies, communication, didactic method, history, journalism, pedagogy, philosophy"
15784,http://www.wikidata.org/entity/Q9152158,Andrzej Góralski,1936,male,Poland,Europe,"mathematician, philosopher, university teacher","creativity, heuristic, mathematics, pedagogy, philosophy, statistics"
15785,http://www.wikidata.org/entity/Q239131,Evelyn Fox Keller,1936,female,United States,North America,"academic, biographer, biologist, feminist, philosopher, physicist, university teacher, women's rights activist, writer","gender, gender studies, history of science, mathematics, molecular biology, philosophy of science, physics"
15786,http://www.wikidata.org/entity/Q188357,Ian Hacking,1936,male,Canada,North America,"historian, philosopher, professor",philosophy of science
15787,http://www.wikidata.org/entity/Q1978116,Lucienne Stassaert,1936,female,Belgium,Europe,"poet, writer",literature
15788,http://www.wikidata.org/entity/Q982095,James Lee Burke,1936,male,United States,North America,"journalist, novelist, writer","detective literature, literary activity"
15791,http://www.wikidata.org/entity/Q12170547,Oleh Chornohuz,1936,male,Ukraine,Europe,"editing staff, journalist, novelist, prose writer, writer","creative and professional writing, humorous literature, journalism, satirical literature"
15803,http://www.wikidata.org/entity/Q3426624,René Merle,1936,male,France,Europe,"historian, linguist, writer","historical linguistics, history, literature"
15806,http://www.wikidata.org/entity/Q7405329,Sally Wentworth,1936,female,United Kingdom,Europe,"novelist, writer","Pan-Hispanic ballad, literary activity"
15808,http://www.wikidata.org/entity/Q36233,Václav Havel,1936,male,Czechoslovakia,Europe,"director, dissident, essayist, film director, human rights activist, opinion journalist, philosopher, playwright, poet, politician, writer","drama, opinion journalism, politics, theatre"
15811,http://www.wikidata.org/entity/Q60999026,Jean-Marie Beyssade,1936,male,France,Europe,"philosopher, university teacher",history of philosophy
15812,http://www.wikidata.org/entity/Q372210,Lars Gustafsson,1936,male,Sweden,Europe,"philosopher, playwright, poet, translator, university teacher, writer","creative and professional writing, drama, philosophy, poetry, prose"
15813,http://www.wikidata.org/entity/Q284025,Carol Gilligan,1936,female,United States,North America,"philosopher, psychologist, women's rights activist, writer","feminism, gender studies"
15815,http://www.wikidata.org/entity/Q1298461,Egon Becker,1936,male,Germany,Europe,"physicist, social scientist, sociologist, university teacher","ecology, mathematics, philosophy, physics, social ecology, social science, sociology"
15817,http://www.wikidata.org/entity/Q433619,Joan Chittister,1936,female,United States,North America,"Christian nun, nun, orator, writer","contemplative life, female monastic order, literature, theology"
15821,http://www.wikidata.org/entity/Q469249,Dahlia Ravikovitch,1936,female,Israel,Asia,"journalist, linguist, novelist, peace activist, poet, teacher, translator, writer","poetry, translating activity"
15826,http://www.wikidata.org/entity/Q4124024,Anri Volokhonsky,1936,male,Soviet Union,Europe,"editing staff, lyricist, philosopher, playwright, poet, translator, writer","drama, ecology, literature, lyrics, philosophy, poetry, prose, translating activity, underground culture"
15829,http://www.wikidata.org/entity/Q446014,Roman Kofman,1936,male,Ukraine,Europe,"composer, conductor, pedagogue, poet, university teacher, writer","conducting, film score, literature, poetry"
15832,http://www.wikidata.org/entity/Q1738063,Keith Lehrer,1936,male,United States,North America,"painter, philosopher, university teacher","Western philosophy, analytic philosophy, epistemology, philosophy"
15837,http://www.wikidata.org/entity/Q66777828,Wilhelm Dupré,1936,male,Germany,Europe,"philosopher, religious studies scholar, university teacher","religious philosophy, religious studies"
15839,http://www.wikidata.org/entity/Q23682631,Jill Schary Robinson,1936,female,United States,North America,"essayist, novelist, teacher",essay
15841,http://www.wikidata.org/entity/Q273873,Virginia Hamilton,1936,female,United States,North America,"novelist, prose writer, writer","belletristic literature, children's literature"
15843,http://www.wikidata.org/entity/Q18548930,Arkady Ursul,1936,male,Moldova,Europe,"philosopher, scientist, university teacher","philosophy of science, philosophy of technology, scientific methodology"
15845,http://www.wikidata.org/entity/Q1391435,Willem Wilmink,1936,male,Kingdom of the Netherlands,Europe,"musician, poet, singer, translator, university teacher, writer","children's and youth literature, literary theory, literature, medieval literature, music"
15846,http://www.wikidata.org/entity/Q399775,Lee Ufan,1936,male,South Korea,Asia,"graphic artist, jewelry designer, painter, pedagogue, philosopher, printmaker, sculptor, university teacher, visual artist, writer","art of painting, art of sculpture, graphics, installation art, jewelry, jewelry design"
15850,http://www.wikidata.org/entity/Q4199711,Igor Ilyinsky,1936,male,Soviet Union,Europe,"historian, philosopher, sociologist, university teacher","education, history, philosophy, social philosophy, sociology, youth politics"
